artist,title
Avril Lavigne,I Can Do Better
Avril Lavigne,Knockin' On Heaven's Door
Avril Lavigne,Losing Grip
Avril Lavigne,My Happy Ending
Avril Lavigne,One Of Those Girls
Avril Lavigne,Sk8er Boi
Avril Lavigne,Slipped Away
Avril Lavigne,Smile
Avril Lavigne,The Best Damn Thing
Avril Lavigne,Who Knows
Avril Lavigne,Tomorrow
Avril Lavigne feat. Chad Kroeger,Let Me Go
Aya Nakamura,Jolie Nana
Ayed,Sagi il Aatash
Aylin Prandi,L'Italiana
Ayra Starr,Rush
Ayra Starr & Rema,Tornado
Ayushmann Khurrana,Pani Da Rang
Azhar,Oye Oye
Aztec Camera,Somewhere In My Heart
Azucar Moreno,Solo Se Vive Una Vez
B Young,079ME
B*Witched,C'est La Vie
B*Witched,Blame It On The Weatherman
B*Witched,Rollercoaster
B-52's,Love Shack
B-52's,Rock Lobster
B-52's,(Meet) The Flintstones
B. J. Thomas,Raindrops Keep Fallin' On My Head
B. J. Thomas,Hooked On A Feeling
B.B. King,How Blue Can You Get?
B.o.B,I'll Be In The Sky
B.o.B,So Good
B.o.B Feat. Bruno Mars,Nothin' On You
B.o.B Feat. Hayley Williams,Airplanes
B2K & P. Diddy,Bump Bump Bump
BAEKHYUN,UN Village
BL3SS & CamrinWatsin feat. bbyclose,Kisses
BLACKPINK,BOOMBAYAH
BLACKPINK,Kill This Love
BLACKPINK,As If It's Your Last
BLACKPINK,How You Like That
BLACKPINK,Ddu-Du Ddu-Du
BLACKPINK,Lovesick Girls
BLACKPINK,PLAYING WITH FIRE
BLACKPINK,Shut Down
BLACKPINK & Selena Gomez,Ice Cream
BTS,Black Swan
BTS,Blood Sweat and Tears
BTS,Dionysus
BTS,I Need U
BTS,Make It Right
BTS,Mic Drop (Steve Aoki remix)
BTS,Mikrokosmos
BTS,On
BTS,Spring Day
BTS,Swim
BTS,Burning Up (Fire)
BTS,Dope
BTS,Dynamite
BTS,Butter
BTS,Fake Love
BTS,Film Out
BTS,Not Today
BTS,Permission To Dance
BTS,Run
BTS,Normal
BTS Feat. Halsey,Boy With Luv
BTS Feat. Nicki Minaj,Idol
Baadshaho,Mere Rashke Qamar
Baar Baar Dekho,Nachde Ne Saare
Baar Baar Dekho,Kala Chashma
Baby D,Let Me Be Your Fantasy
Baby K,Roma Bangkok
BabyMonster,Batter Up
BabyMonster,Drip
BabyMonster,Sheesh
Babybird,You're Gorgeous
Babylon Zoo,Spaceman
Babylone,Zina
Baccara,Yes Sir I Can Boogie
Bachelor Girl,Buses And Trains
Bachman-Turner Overdrive,You Ain't Seen Nothing Yet
Bacilos,Caraluna
Back To The Future (Musical),Put Your Mind To It
Back To The Future (Musical),Wherever We're Going
Back To The Future (Musical),Back In Time
Backstreet Boys,As Long As You Love Me
Backstreet Boys,All I Have To Give
Backstreet Boys,Don't Go Breaking My Heart
Backstreet Boys,More Than That
Backstreet Boys,No Place
Backstreet Boys,Quit Playing Games (With My Heart)
Backstreet Boys,Show Me The Meaning Of Being Lonely
Backstreet Boys,Anywhere For You
Backstreet Boys,Drowning
Backstreet Boys,Everybody (Backstreet's Back)
Backstreet Boys,Incomplete
Backstreet Boys,I Want It That Way
Backstreet Boys,Larger Than Life
Backstreet Boys,Shape Of My Heart
Backstreet Boys,The Call
Backstreet Boys,The One
Bad Bunny,Estamos Bien
Bad Bunny,Solo De Mi
Bad Bunny,Nuevayol
Bad Bunny,Voy A Llevarte Pa Pr
Bad Bunny,Chambea
Bad Bunny & Drake,Mia
Bad Bunny feat. Chencho Corleone,Me Porto Bonito
Bad Company,Can't Get Enough (Of Your Love)
Bad Company,Feel Like Makin' Love
Bad Company,Movin' On
Bad English,When I See You Smile
Bad Manners,Lip Up Fatty
Bad Manners,Special Brew
Bad Meets Evil Feat. Bruno Mars,Lighters
Badfinger,Baby Blue
Badrinath Ki Dulhania,Humsafar
Badrinath Ki Dulhania,Tamma Tamma Again
Badshah Feat. Aastha Gill,DJ Waley Babu
Baha Men (Shrek Soundtrack),Best Years Of Our Lives
Balqees,Hawa
Baltimora,Tarzan Boy
Bambi (Disney),Little April Showers
Bananarama,Help!
Bananarama,I Want You Back
Bananarama,Na Na Hey Hey Kiss Him Goodbye
Bananarama,Nathan Jones
Bananarama,Really Saying Something
Bananarama,The Bananarama Medley
Bananarama,Venus
Bananarama,Cruel Summer
Bananarama,I Heard A Rumour
Bananarama,It Ain't What You Do It's The Way That You Do It
Bananarama,Love In The First Degree
Bananarama,Robert DeNiro's Waiting
Band Aid,Do They Know It's Christmas?
Band Aid 30,Do They Know It's Christmas 2014
Band Baaja Baaraat,Dum Dum
Banx & Ranx Feat. Ella Eyre,Answerphone
Barbara Dickson,Caravan Song
Barbra Straisand and Barry Gibb,Guilty
Barbra Streisand,All I Ask Of You
Barbra Streisand,Evergreen
Barbra Streisand,Memory
Barbra Streisand,People
Barbra Streisand,Somewhere
Barbra Streisand,My Man
Barbra Streisand,The Way We Were
Barbra Streisand,What Kind Of Fool
Barbra Streisand,Woman In Love
Barbra Streisand & Neil Diamond,You Don't Bring Me Flowers
Barbra Tucker,Everybody Dance (The Horn Song)
Bardo,One Step Further
Barenaked Ladies,One Week
Barenaked Ladies,Passcode
Barenaked Ladies,Hello City
Barenaked Ladies,Take It Back
Barenaked Ladies,The Big Bang Theory
Barenaked Ladies,The Humour Of The Situation
Barfi,Main Kya Karoon
Barfi,Ala Barfi
Bari Siddiqui,Pubali Batashe
Barns Courtney,Glitter & Gold
Barry Biggs,Side Show
Barry Blue,Dancing On A Saturday Night
Barry Manilow,Even Now
Barry Manilow,I Write The Songs
Barry Manilow,Mandy
Barry Manilow,One Voice
Barry Manilow,Somewhere In The Night
Barry Manilow,Can't Smile Without You
Barry Manilow,Copacabana
Barry Manilow,Bermuda Triangle
Barry Manilow,Could It Be Magic
Barry Manilow,I Made It Through The Rain
Barry Manilow,I Wanna Do It With You
Barry Manilow,Weekend In New England
Barry Manilow,Blue Velvet
Barry Mann,Who Put The Bomp
Barry McGuire,Eve Of Destruction
Barry McGuire,Eve Of Destruction
Barry White,"Can't Get Enough Of Your Love, Babe"
Barry White,Just The Way You Are
Barry White,Let The Music Play
Barry White,"You're The First, The Last, My Everything"
Barry White,Never Never Gonna Give You Up
Bars and Melody,Keep Smiling
Basement Jaxx,Good Luck
Basement Jaxx,Red Alert
Basement Jaxx,Romeo
Bashah Feat. Aastha Gill,Abhi Toh Party Shuru Hui Hai
Basshunter,Now You're Gone
Basshunter,All I Ever Wanted
Bastille,Oblivion
Bastille,Of The Night
Bastille,Things We Lost in The Fire
Bastille,Good Grief
Bastille,Bad Blood
Bastille,Flaws
Bastille,Can't Fight This Feeling
Bastille,Joy
Bastille,Of The Night
Bastille,Pompeii
Bastille,Quarter Past Midnight
Bastille,World Gone Mad
Bat For Lashes,Sunday Love
Bauhaus,Bela Lugosi's Dead
Baxter Dury,Miami
Bay City Rollers,Bye Bye Baby
Bay City Rollers,Give A Little Love
Bay City Rollers,Shang-A-Lang
Baywatch (TV Theme),I'm Always Here (Baywatch Theme)
Beabadoobee,The Perfect Pair
Beady Eye,Second Bite Of The Apple
Bear's Den,Auld Wives
Beastie Boys,Fight For Your Right
Beastie Boys,No Sleep Till Brooklyn
Beastie Boys,Right Right Now Now
Beastie Boys,Sabotage
Beastie Boys,Intergalactic
Beatfreakz,Somebody's Watching Me
Beats International,Dub Be Good To Me
Beautiful South,Don't Marry Her
Beautiful South,Good As Gold
Beautiful South,A Little Time
Beautiful South,Blackbird On The Wire
Beautiful South,Dream A Little Dream
Beautiful South,One Last Love Song
Beautiful South,Prettiest Eyes
Beautiful South,Everybody's Talkin'
Beautiful South,Dumb
Beautiful South,Old Red Eyes Is Back
Beautiful South,Perfect 10
Beautiful South,Rotterdam
Beautiful South,Song For Whoever
Beautiful South,You Keep It All In
Beauty And The Beast (Disney),Gaston
Beauty And The Beast (Disney),Something There
Beauty And The Beast (Disney),Be Our Guest
Bebe Rexha,Chase It (Mmm Da Da Da)
Bebe Rexha,Deep In Your Love
Bebe Rexha,Last Hurrah
Bebe Rexha,I'm A Mess
Bebe Rexha,You Can't Stop The Girl (from Maleficent: Mistress Of Evil)
Bebe Rexha Feat. Florida Georgia Line,Meant To Be
Beck,Loser
Beck,Up All Night
Beck,E-Pro
Beck Goldsmith,I Vow To Thee My Country
Becky G,Shower
Becky G,Can't Stop Dancin'
Becky G ft. Natti Natasha,Sin Pijama
Becky Hill,Disconnect
Becky Hill,Multiply
Becky Hill,Hands On Me
Becky Hill,What Do I Have To Do?
Becky Hill,Forever Young
Becky Hill,Losing
Becky Hill & Lewis Thompson,Side Effects
Becky Hill Feat. Shift K3Y,Better Off Without You
"Becky Hill, David Guetta",Remember
"Becky Hill, Topic",My Heart Goes (La Di Da)
Bee Gees,Massachusetts
Bee Gees,Night Fever
Bee Gees,Run To Me
Bee Gees,Stayin' Alive
Bee Gees,Words
Bee Gees,How Deep Is Your Love
Bee Gees,How Can You Mend A Broken Heart
Bee Gees,I've Gotta Get A Message To You
Bee Gees,Jive Talkin'
Bee Gees,Tragedy
Befikre,Nashe Si Chadh Gayi
Belanova,Rosa Pastel
Belinda Carlise,Big Big Love
Belinda Carlisle,Leave A Light On
Belinda Carlisle,Summer Rain
Belinda Carlisle,Heaven Is A Place On Earth
Belinda Carlisle,Circle In The Sand
Belinda Carlisle,Live Your Life Be Free
Belinda Carlisle,(We Want) The Same Thing
Bellamy Brothers,If I Said You Had A Beautiful Body
Bellamy Brothers,Let Your Love Flow
Belle Amie,Girls Up
Belle Stars,Sign Of The Times
Belle Stars,The Clapping Song
Belters Only,Make Me Feel Good
Ben E King,Stand By Me
Ben Folds Five,Battle Of Who Could Care Less
Ben Folds Five,Brick
Ben Haenow,Something I Need
Ben Haenow Feat. Kelly Clarkson,Secondhand Heart
Ben Howard,Keep Your Head Up
Ben Howard,The Wolves
Ben Howard,Burgh Island
Ben Howard,Only Love
Ben L'Oncle Soul,Soulman
Benee & Gus Dapperton,Supalonely
Benny Benassi Feat. Gary Go,Cinema
"Benny Blanco, Halsey & Khalid",Eastside
Benny Hill,Ernie (The Fastest Milkman In The West)
Benny Hill,Jose's Cantina
Benny Hill,Older Women
Benny Hill,The Andalucian Gypsies
Benson Boone,Death Wish Love
Benson Boone,Pretty Slowly
Benson Boone,Sorry I'm Here For Someone Else
Benson Boone,Momma Song
Benson Boone,Beautiful Things
Benson Boone,The Time Of My Life
Benson Boone,Slow It Down
Benson Boone,Mystical Magical
Benson Boone,Mr Electric Blue
Berlin,Take My Breath Away
Bernard Cribbens,Right Said Fred
Berni Flint,I Don't Want To Put A Hold On You
Besharam,Besharam
Besharam,Dil Ka Jo Haal Hai
Besharam,Tere Mohalle
Bette Midler,Boogie Woogie Bugle Boy
Bette Midler,From A Distance
Bette Midler,The Glory Of Love
Bette Midler,The Rose
Bette Midler,The Wind Beneath My Wings
Betty Boo,Doin' The Do
Beverley Craven,Promise Me
Beverley Knight,Middle Of Love
Beverley Knight,Piece Of My Heart
Beverley Knight,"Shoulda, Woulda, Coulda"
Beverley Knight Feat. Jamie Cullum,Private Number
Beyonce,1+1 (One Plus One)
Beyonce,Break My Soul
Beyonce,Broken-Hearted Girl
Beyonce,Check On It
Beyonce,07-Nov
Beyonce,Countdown
Beyonce,Cuff It
Beyonce,End Of Time
Beyonce,Formation
Beyonce,Listen
Beyonce,Love On Top
Beyonce,Me Myself & I
Beyonce,Naughty Girl
Beyonce,Partition
Beyonce,Single Ladies (Put A Ring On It)
Beyonce,Summer Renaissance
Beyonce,Sweet Dreams
Beyonce,Video Phone
Beyonce,Work It Out
Beyonce,XO
Beyonce,Halo
Beyonce,Green Light (Freemasons Remix)
Beyonce,Ave Maria
Beyonce,Best Thing I Never Had
Beyonce,Diva
Beyonce,Hold Up
Beyonce,If I Were A Boy
Beyonce,Irreplaceable
Beyonce,My House
Beyonce,Ring The Alarm
Beyonce,Run The World (Girls)
Beyonce,Spirit
Beyonce,Texas Hold 'Em
Beyonce Feat. Andre 3000,Party
Beyonce Feat. Jay-Z,Déjà Vu
Beyonce Feat. Jay-Z,Crazy In Love
Beyonce Feat. Jay-Z,Drunk In Love
Beyonce feat. Kendrick Lamar,America Has A Problem
Beyoncè,Irremplazable
Beyond,Da di
Beyond,Xi Huan Ni
Beyond,Zhen De Ai Ni
Beyond,Hai Kuo Tian Kong
Bhaag Johnny,Daddy Mummy
Bhaag Milkha Bhaag,Maston Ka Jhund
Bhool Bhulaiya,Hare Ram Hare Ram
Bhool Bhulaiyaa,Mere Dholna Sun
Biagio Antonacci,Non vivo più senza te
Bic Runga,Sway
Biffy Clyro,Bubbles
Biffy Clyro,God & Satan
Biffy Clyro,Instant History
Biffy Clyro,Many Of Horror
Biffy Clyro,Mountains
Biffy Clyro,The Captain
Biffy Clyro,Animal Style
Biffy Clyro,Black Chandelier
Biffy Clyro,Wolves of Winter
Big & Rich,"Save A Horse, Ride A Cowboy"
Big Bopper,Chantilly Lace
Big Brovaz,Baby Boy
Big Mountain,Baby I Love Your Way
Big Shaq,Man Don't Dance
Big Shaq,Man's Not Hot
Big Time Rush Feat. Snoop Dogg,Boyfriend
Bill Haley And His Comets,Shake Rattle And Roll
Bill Haley And His Comets,Rock Around The Clock
Bill Withers,Lean On Me
Bill Withers,Lovely Day
Bill Withers,Grandma's Hands
Bill Withers,Ain't No Sunshine
Bill Withers,Just The Two Of Us
Bill Withers,Use Me
Billie,Because We Want To
Billie,Honey To The Bee
Billie Eilish,All The Good Girls Go To Hell
Billie Eilish,Bad Guy
Billie Eilish,Idontwannabeyouanymore
Billie Eilish,Chihiro
Billie Eilish,Everything I Wanted
Billie Eilish,Lunch
Billie Eilish,No Time To Die
Billie Eilish,Therefore I Am
Billie Eilish,TV
Billie Eilish,What Was I Made For (Barbie The Movie)
Billie Eilish,Xanny
Billie Eilish,Your Power
Billie Eilish,Happier Than Ever
Billie Eilish,Bellyache
Billie Eilish,Bury A Friend
Billie Eilish,Birds of a Feather
Billie Eilish,NDA
Billie Eilish,When The Party's Over
Billie Eilish,Lost Cause
Billie Holiday,Ain't Nobody's Business If I Do
Billie Jo Spears,Blanket On The Ground
Billie Jo Spears,57 Chevrolet
Billie Jo Spears,Sing Me An Old-Fashioned Song
Billie Jo Spears,What I've Got In Mind
Billie Myers,Kiss The Rain
Billie Piper,Something Deep Inside
Billie Piper,Day & Night
Billy Bragg,A New England
Billy Bragg,Sexuality
Billy Fury,Cross My Heart
Billy Fury,I'd Never Find Another You
Billy Fury,Forget Him
Billy Fury,It's Only Make Believe
Billy Fury,I Will
Billy Fury,Last Night Was Made For Love
Billy Fury,Once Upon A Dream
Billy Fury,Run To My Lovin' Arms
Billy Fury,Somebody Else's Girl
Billy Fury,Halfway To Paradise
Billy Fury,A Thousand Stars
Billy Fury,Because Of Love
Billy Fury,Be Mine Tonight
Billy Fury,Do You Really Love Me Too (Fool's Errand)
Billy Fury,Collette
Billy Fury,I'm Lost Without You
Billy Fury,In Summer
Billy Fury,In Thoughts Of You
Billy Fury,Like I've Never Been Gone
Billy Fury,"Margo, Don't Go"
Billy Fury,Maybe Tomorrow
Billy Fury,When Will You Say I Love You
Billy Fury,Wondrous Place
Billy Idol,Cradle Of Love
Billy Idol,Eyes Without A Face
Billy Idol,Eyes Without A Face
Billy Idol,Billy Idol Medley
Billy Idol,Dancing With Myself
Billy Idol,Flesh For Fantasy
Billy Idol,Mony Mony
Billy Idol,Rebel Yell
Billy Idol,Shock To The System
Billy Idol,Hot In The City
Billy Idol,L.A. Woman
Billy Idol,Sweet Sixteen
Billy Idol,White Wedding
Billy J. Kramer & The Dakotas,Trains & Boats & Planes
Billy J. Kramer & The Dakotas,Bad To Me
Billy J. Kramer & The Dakotas,Do You Want To Know A Secret
Billy J. Kramer & The Dakotas,Little Children
Billy J. Kramer & The Dakotas,Trains And Boats And Planes
Billy Joel,Allentown
Billy Joel,A Matter Of Trust
Billy Joel,Billy Joel Medley
Billy Joel,And So It Goes
Billy Joel,I Go To Extremes
Billy Joel,It's Still Rock & Roll
Billy Joel,Leningrad
Billy Joel,Lullaby
Billy Joel,New York State Of Mind
Billy Joel,River Of Dreams
Billy Joel,Rosalinda's Eyes
Billy Joel,Scenes From An Italian Restaurant
Billy Joel,She's Got A Way
Billy Joel,Tell Her About It
Billy Joel,Uptown Girl
Billy Joel,We Didn't Start The Fire
Billy Joel,Zanzibar
Billy Joel,Turn the Lights Back On
Billy Joel,You’re Only Human (Second Wind)
Billy Joel,Captain Jack
Billy Joel,An Innocent Man
Billy Joel,Don't Ask Me Why
Billy Joel,Honesty
Billy Joel,Just The Way You Are
Billy Joel,Miami 2017 (Seen The Lights Go Out On Broadway) (Live)
Billy Joel,Movin' Out (Anthony's Song)
Billy Joel,My Life
Billy Joel,Only The Good Die Young
Billy Joel,Piano Man
Billy Joel,She's Always A Woman
Billy Joel,The Longest Time
Billy Joel,You May Be Right
Billy Joel,This Is The Time
Billy Joel,To Make You Feel My Love
Billy Joel,This Night
Billy Ocean,Caribbean Queen
Billy Ocean,Get Outta My Dreams
Billy Ocean,Suddenly
Billy Ocean,There'll Be Sad Songs (To Make You Cry)
Billy Ocean,When The Going Gets Tough
Billy Ocean,The Color Of Love
Billy Ocean,Love Is Forever
Billy Ocean,Love Really Hurts Without You
Billy Ocean,Loverboy
Billy Ocean,Love Zone
Billy Ocean,Red Light Spells Danger
Billy Ocean,The Colour Of Love
Billy Paul,Me & Mrs. Jones
Billy Preston & Syreeta,With You I'm Born Again
Billy Ray Cyrus,Achy Breaky Heart
Bing Crosby,Swinging On A Star
Bing Crosby,Singing In The Rain
Bing Crosby,White Christmas
Bing Crosby,Winter Wonderland
Birdy,1901
Birdy,Skinny Love
Birdy,Wings
Birdy,Keeping Your Head Up
Birdy,Wings (Acoustic)
Bjork,Violently Happy
Bjork,Army Of Me
Bjork,It's Oh So Quiet
Bjork & David Arnold,Play Dead
"Bjork, Rosalía & Yves Tumor",Berghain
Black,Wonderful Life
Black Box,Ride On Time
Black Eyed Peas,Pump It
"Black Eyed Peas, Ozuna & J. Rey Soul",Mamacita
Black Lace,Agadoo
Black Lace,Gang Bang
Black Lace,Hokey Cokey
Black Lace,I Am The Music Man
Black Lace,Do The Conga
Black Lace,Superman
Black M,Sur ma route
Black Sabbath,God Is Dead?
Black Sabbath,War Pigs
Black Sabbath,Black Sabbath
Black Sabbath,Iron Man
Black Sabbath,Paranoid
Black Sabbath,Sweet Leaf
Blackmail,Patola
Blackstreet,No Diggity
Blake McGrath,Dive In The Water
Blake Shelton,Mine Would Be You
Blake Shelton,The More I Drink
Blake Shelton,God's Country
Blake Shelton,Honey Bee
Blake Shelton,Neon Light
Blake Shelton Feat. Ashley Monroe,Lonely Tonight
Blancmange,Living On The Ceiling
Blanco Brown,The Git Up
Blas Cantó,Voy a Quedarme
Blazin' Squad,Crossroads
Blink 182,Aliens Exist
Blink 182,All The Small Things
Blink 182,Always
Blink 182,Dumpweed
Blink 182,Bored To Death
Blink 182,I Miss You (Miss You)
Blink 182,Up All Night
Blink 182,One More Time
Blink 182,Adam's Song
Blink 182,Rock Show
Blink 182,What's My Age Again
Blink 182,Man Overboard
Blinkie,Don't Give Up (On Love)
Bloc Party,Flux
Bloc Party,I Still Remember
Bloc Party,Banquet
Bloc Party,Pioneers
Blonde Feat. Alex Newell,All Cried Out
Blonde and Craig David,Nothing Like This
Blondie,Dreaming
Blondie,Maria
Blondie,One Way Or Another
Blondie,Picture This
Blondie,Atomic
Blondie,Call Me
Blondie,Dreaming
Blondie,Blondie Medley
Blondie,Denis
Blondie,Heart Of Glass
Blondie,Long Time
Blondie,Rapture
Blondie,Sunday Girl
Blondie,The Tide Is High
Blondie,Union City Blue
Blondie,Hanging On The Telephone
Blood Brothers,Tell Me It's Not True
Bloodhound Gang,The Bad Touch
Bloodhound Gang,The Ballad Of Chasey Lain
Blossoms,I Can't Stand It
Blossoms,The Keeper
Blossoms,What Can I Say After I'm Sorry
Blossoms,Your Girlfriend
Blu Cantrell Feat. Sean Paul,Breathe
Blue,Breathe Easy
Blue,One Love
Blue,Guilty
Blue,Too Close
Blue,All Rise
Blue,Fly By
Blue,U Make Me Wanna
Blue Feat. Elton John,Sorry Seems To Be The Hardest Word
Blue Feat. Kool & The Gang & Lil' Kim,Get Down On It
Blue Feat. Stevie Wonder,"Signed, Sealed, Delivered I'm Yours"
Blue Swede,Hooked On A Feeling
Blur,Coffee & TV
Blur,Charmless Man
Blur,Country House
Blur,Girls & Boys
Blur,Song 2
Blur,Stereotypes
Blur,Tender
Blur,This Is A Low
Blur,End Of The Century
Blur,Beetlebum
Blur,Out Of Time
Blur,Parklife
Blur,There's No Other Way
Blur,The Universal
Blur,Go Out
Bo Burnham,Welcome To The Internet
Bob & Earl,Harlem Shuffle
Bob Dylan,It Ain't Me Babe
Bob Dylan,"It's All Over Now, Baby Blue"
Bob Dylan,Just Like A Woman
Bob Dylan,Knockin' On Heaven's Door
Bob Dylan,Like A Rolling Stone
Bob Dylan,Mr Tambourine Man
Bob Dylan,Rainy Day Women
Bob Dylan,The Times They Are A-Changin'
Bob Dylan,Blowin' In The Wind
Bob Dylan,Forever Young
Bob Dylan,Lay Lady Lay
Bob Dylan,Maggie's Farm
Bob Dylan,Positively 4th Street
Bob Dylan,Subterranean Homesick Blues
Bob Dylan,Gotta Serve Somebody
Bob Marley,Get Up Stand Up
Bob Marley,I Shot The Sheriff
Bob Marley,Is This Love
Bob Marley,Jamming
Bob Marley,"No Woman, No Cry"
Bob Marley,One Love
Bob Marley,Redemption Song
Bob Marley,Stir It Up
Bob Marley,Buffalo Soldier
Bob Marley,Could You Be Loved
Bob Marley,"Iron, Lion, Zion"
Bob Marley,Soul Rebel
Bob Marley,Waiting In Vain
Bob Marley,Three Little Birds
Bob Marley & The Wailers,Lively Up Yourself
Bob Marley vs Funkstar De Luxe,Sun Is Shining
Bob Monkhouse,You Rang M'Lord
Bob Monkhouse & Paul Shane,You Rang M'Lord
Bob Seger & The Silver Bullet Band,Hollywood Nights
Bob Seger & The Silver Bullet Band,Old Time Rock & Roll
Bob Sinclair Feat. Steve Edwards,World Hold On (Children Of The Sky)
Bob The Builder,Can We Fix It
Bob The Builder,Mambo No. 5
Bobbie Gentry,I'll Never Fall In Love Again
Bobbie Gentry,Ode To Billie Joe
"Bobby ""Borris"" Picket & The Crypt Kickers",Monster Mash
Bobby Brown,My Prerogative
Bobby Brown,Two Can Play That Game
Bobby Darin,Dream Lover
Bobby Darin,Mack The Knife
Bobby Darin,Things
Bobby Darin,18 Yellow Roses
Bobby Darin,Don't Rain On My Parade
Bobby Darin,Splish Splash
Bobby Fuller Four,I Fought The Law
Bobby Goldsboro,Honey
Bobby Hebb,Sunny
Bobby Helms,Jingle Bell Rock
Bobby McFerrin,Don't Worry Be Happy
Bobby Solo,Una lacrima sul viso
Bobby Vee,Bobby Vee Medley 2
Bobby Vee,More Than I Can Say
Bobby Vee,Rubber Ball
Bobby Vee,Take Good Care Of My Baby
Bobby Vee,Come Back When You Grow Up
Bobby Vee,Devil Or Angel
Bobby Vee,Bobby Vee Medley 1
Bobby Vee,Run To Him
Bobby Vee,The Night Has A Thousand Eyes
Bobby Vinton,Blue Velvet
Bobby Vinton,Roses Are Red (My Love)
Bobbysocks,Let It Swing
Bodies Without Organs (BWO),Sunshine In The Rain
"Bodo Wartke, Marti Fischer",Barbaras Rhabarberbar
Bombalurina,Itsy Bitsy Teeny Weeny Yellow Polka Dot Bikini
Bombay Bicycle Club,Luna
Bon Iver,Holocene
Bon Jovi,Always
Bon Jovi,Keep The Faith
Bon Jovi,Someday I'll Be Saturday Night
Bon Jovi,Something For The Pain
Bon Jovi,This Ain't A Love Song
Bon Jovi,Wanted Dead Or Alive
Bon Jovi,We Weren't Born To Follow
Bon Jovi,Who Says You Can't Go Home
Bon Jovi,You Give Love A Bad Name
Bon Jovi,Bed Of Roses
Bon Jovi,Blaze Of Glory
Bon Jovi,Have A Nice Day
Bon Jovi,In These Arms
Bon Jovi,It's My Life
Bon Jovi,Livin' On A Prayer
